,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit,sex
403,None,14,Delay,A40,802,<500,1-4 years,4,single,A101,2,A123,27,A143,A152,2,A172,1,A191,A201,1,1.0
404,<200,18,Delay,A40,2899,Unknown/None,4+ years,4,single,A101,4,A123,43,A143,A152,1,A173,2,A191,A201,1,1.0
405,<200,24,None/Paid,A43,2039,<500,1-4 years,1,married/widowed,A101,1,A122,22,A143,A152,1,A173,1,A192,A201,2,1.0
406,None,24,Other,A41,2197,Unknown/None,4+ years,4,single,A101,4,A123,43,A143,A152,2,A173,2,A192,A201,1,1.0
407,<200,15,None/Paid,A43,1053,<500,1-4 years,4,married/widowed,A101,2,A121,27,A143,A152,1,A173,1,A191,A202,1,1.0
408,None,24,None/Paid,A43,3235,500+,4+ years,3,divorced/separated,A101,2,A123,26,A143,A152,1,A174,1,A192,A201,1,1.0
409,200+,12,Other,A40,939,500+,4+ years,4,married/widowed,A101,2,A121,28,A143,A152,3,A173,1,A192,A201,2,1.0
410,<200,24,None/Paid,A43,1967,<500,4+ years,4,divorced/separated/married,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,1,0.0
411,None,33,Other,A41,7253,<500,4+ years,3,single,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1,1.0
412,None,12,Other,A49,2292,<500,Unemployed,4,single,A101,2,A123,42,A142,A152,2,A174,1,A192,A201,2,1.0
413,None,10,None/Paid,A40,1597,500+,1-4 years,3,single,A101,2,A124,40,A143,A151,1,A172,2,A191,A202,1,1.0
414,<200,24,None/Paid,A40,1381,Unknown/None,1-4 years,4,divorced/separated/married,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,2,0.0
415,None,36,Other,A41,5842,<500,4+ years,2,single,A101,2,A122,35,A143,A152,2,A173,2,A192,A201,1,1.0
416,<200,12,None/Paid,A40,2579,<500,1-4 years,4,single,A101,1,A121,33,A143,A152,1,A172,2,A191,A201,2,1.0
417,<200,18,Delay,A46,8471,Unknown/None,1-4 years,1,divorced/separated/married,A101,2,A123,23,A143,A151,2,A173,1,A192,A201,1,0.0
418,None,21,None/Paid,A40,2782,500+,4+ years,1,divorced/separated/married,A101,2,A123,31,A141,A152,1,A174,1,A191,A201,1,0.0
419,<200,18,None/Paid,A40,1042,Unknown/None,1-4 years,4,divorced/separated/married,A101,2,A122,33,A143,A152,1,A173,1,A191,A201,2,0.0
420,None,15,None/Paid,A40,3186,500+,4+ years,2,divorced/separated/married,A101,3,A123,20,A143,A151,1,A173,1,A191,A201,1,0.0
421,<200,12,None/Paid,A41,2028,Unknown/None,1-4 years,4,single,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,1,1.0
422,<200,12,Other,A40,958,<500,4+ years,2,single,A101,3,A121,47,A143,A152,2,A172,2,A191,A201,1,1.0
423,None,21,Delay,A42,1591,<500,4+ years,4,single,A101,3,A121,34,A143,A152,2,A174,1,A191,A201,1,1.0
424,<200,12,None/Paid,A42,2762,Unknown/None,4+ years,1,divorced/separated/married,A101,2,A122,25,A141,A152,1,A173,1,A192,A201,2,0.0
425,<200,18,None/Paid,A41,2779,<500,1-4 years,1,married/widowed,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,1,1.0
426,None,28,Other,A43,2743,<500,4+ years,4,single,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,1,1.0
427,None,18,Other,A43,1149,500+,1-4 years,4,single,A101,3,A121,46,A143,A152,2,A173,1,A191,A201,1,1.0
428,None,9,None/Paid,A42,1313,<500,4+ years,1,single,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,1,1.0
429,<200,18,Other,A45,1190,<500,Unemployed,2,divorced/separated/married,A101,4,A124,55,A143,A153,3,A171,2,A191,A201,2,0.0
430,None,5,None/Paid,A49,3448,<500,4+ years,1,single,A101,4,A121,74,A143,A152,1,A172,1,A191,A201,1,1.0
431,<200,24,None/Paid,A410,11328,<500,1-4 years,2,single,A102,3,A123,29,A141,A152,2,A174,1,A192,A201,2,1.0
432,<200,6,Other,A42,1872,<500,Unemployed,4,single,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,1,1.0
433,None,24,Other,A45,2058,<500,1-4 years,4,divorced/separated,A101,2,A121,33,A143,A152,2,A173,1,A192,A201,1,1.0
434,<200,9,None/Paid,A42,2136,<500,1-4 years,3,single,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,1,1.0
435,<200,12,None/Paid,A43,1484,Unknown/None,1-4 years,2,married/widowed,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,2,1.0
436,None,6,None/Paid,A45,660,500+,4+ years,2,married/widowed,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,1,1.0
437,None,24,Other,A40,1287,500+,4+ years,4,divorced/separated/married,A101,4,A121,37,A143,A152,2,A173,1,A192,A201,1,0.0
438,<200,42,Other,A45,3394,<500,Unemployed,4,single,A102,4,A123,65,A143,A152,2,A171,1,A191,A201,1,1.0
439,200+,12,None/Paid,A49,609,<500,1-4 years,4,divorced/separated/married,A101,1,A121,26,A143,A152,1,A171,1,A191,A201,2,0.0
440,None,12,None/Paid,A40,1884,<500,4+ years,4,single,A101,4,A123,39,A143,A152,1,A174,1,A192,A201,1,1.0
441,<200,12,None/Paid,A42,1620,<500,1-4 years,2,divorced/separated/married,A102,3,A122,30,A143,A152,1,A173,1,A191,A201,1,0.0
442,<200,20,Delay,A410,2629,<500,1-4 years,2,single,A101,3,A123,29,A141,A152,2,A173,1,A192,A201,1,1.0
443,None,12,None/Paid,A46,719,<500,4+ years,4,single,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,2,1.0
444,<200,48,Other,A42,5096,<500,1-4 years,2,divorced/separated/married,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,2,0.0
445,None,9,Other,A46,1244,Unknown/None,4+ years,4,divorced/separated/married,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,1,0.0
446,<200,36,None/Paid,A40,1842,<500,1-4 years,4,divorced/separated/married,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,2,0.0
447,<200,7,None/Paid,A43,2576,<500,1-4 years,2,single,A103,2,A121,35,A143,A152,1,A173,1,A191,A201,1,1.0
448,200+,12,None/Paid,A42,1424,Unknown/None,4+ years,3,divorced/separated/married,A101,4,A121,55,A143,A152,1,A174,1,A192,A201,1,0.0
449,<200,15,Delay,A45,1512,500+,1-4 years,3,married/widowed,A101,3,A122,61,A142,A152,2,A173,1,A191,A201,2,1.0
450,None,36,Other,A41,11054,Unknown/None,1-4 years,4,single,A101,2,A123,30,A143,A152,1,A174,1,A192,A201,1,1.0
451,None,6,None/Paid,A43,518,<500,1-4 years,3,divorced/separated/married,A101,1,A121,29,A143,A152,1,A173,1,A191,A201,1,0.0
452,None,12,None/Paid,A42,2759,<500,4+ years,2,single,A101,4,A122,34,A143,A152,2,A173,1,A191,A201,1,1.0
453,None,24,None/Paid,A41,2670,<500,4+ years,4,single,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,1,1.0
454,<200,24,None/Paid,A40,4817,<500,4+ years,2,single,A102,3,A122,31,A143,A152,1,A173,1,A192,A201,2,1.0
455,None,24,None/Paid,A41,2679,<500,1-4 years,4,divorced/separated/married,A101,1,A124,29,A143,A152,1,A174,1,A192,A201,1,0.0
456,<200,11,Other,A40,3905,<500,1-4 years,2,single,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,1,1.0
457,<200,12,None/Paid,A41,3386,<500,4+ years,3,single,A101,4,A124,35,A143,A153,1,A173,1,A192,A201,2,1.0
458,<200,6,None/Paid,A44,343,<500,1-4 years,4,divorced/separated/married,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,0.0
459,None,18,None/Paid,A43,4594,<500,1-4 years,3,single,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,1,1.0
460,<200,36,None/Paid,A42,3620,<500,1-4 years,1,single,A103,2,A122,37,A143,A152,1,A173,2,A191,A201,1,1.0
461,<200,15,None/Paid,A40,1721,<500,1-4 years,2,single,A101,3,A121,36,A143,A152,1,A173,1,A191,A201,1,1.0
462,<200,12,None/Paid,A42,3017,<500,1-4 years,3,divorced/separated/married,A101,1,A121,34,A143,A151,1,A174,1,A191,A201,1,0.0
463,<200,12,None/Paid,A48,754,Unknown/None,4+ years,4,single,A101,4,A122,38,A143,A152,2,A173,1,A191,A201,1,1.0
464,None,18,None/Paid,A49,1950,<500,4+ years,4,single,A101,1,A123,34,A142,A152,2,A173,1,A192,A201,1,1.0
465,<200,24,None/Paid,A41,2924,<500,1-4 years,3,single,A103,4,A124,63,A141,A152,1,A173,2,A192,A201,1,1.0
466,<200,24,Delay,A43,1659,<500,1-4 years,4,divorced/separated/married,A101,2,A123,29,A143,A151,1,A172,1,A192,A201,2,0.0
467,None,48,Delay,A43,7238,Unknown/None,4+ years,3,single,A101,3,A123,32,A141,A152,2,A173,2,A191,A201,1,1.0
468,None,33,Delay,A49,2764,<500,1-4 years,2,divorced/separated/married,A101,2,A123,26,A143,A152,2,A173,1,A192,A201,1,0.0
469,None,24,Delay,A41,4679,<500,4+ years,3,single,A101,3,A123,35,A143,A152,2,A172,1,A192,A201,1,1.0
470,<200,24,None/Paid,A43,3092,<500,1-4 years,3,married/widowed,A101,2,A123,22,A143,A151,1,A173,1,A192,A201,2,1.0
471,<200,6,None/Paid,A46,448,<500,1-4 years,4,divorced/separated/married,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,2,0.0
472,<200,9,None/Paid,A40,654,<500,1-4 years,4,single,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,2,1.0
473,None,6,None/Paid,A48,1238,Unknown/None,Unemployed,4,single,A101,4,A122,36,A143,A152,1,A174,2,A192,A201,1,1.0
474,<200,18,Other,A43,1245,<500,1-4 years,4,married/widowed,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,2,1.0
475,<200,18,None/Paid,A42,3114,<500,1-4 years,1,divorced/separated/married,A101,4,A122,26,A143,A151,1,A173,1,A191,A201,2,0.0
476,None,39,None/Paid,A41,2569,500+,1-4 years,4,single,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,1,1.0
477,200+,24,None/Paid,A43,5152,<500,4+ years,4,single,A101,2,A123,25,A141,A152,1,A173,1,A191,A201,1,1.0
478,<200,12,None/Paid,A49,1037,<500,4+ years,3,single,A101,4,A121,39,A143,A152,1,A172,1,A191,A201,1,1.0
479,<200,15,Other,A42,1478,<500,4+ years,4,single,A101,4,A123,44,A143,A152,2,A173,2,A192,A201,1,1.0
480,<200,12,Other,A43,3573,<500,1-4 years,1,divorced/separated/married,A101,1,A121,23,A143,A152,1,A172,1,A191,A201,1,0.0
481,<200,24,None/Paid,A40,1201,<500,1-4 years,4,single,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,1,1.0
482,<200,30,None/Paid,A42,3622,500+,4+ years,4,divorced/separated/married,A101,4,A122,57,A143,A151,2,A173,1,A192,A201,1,0.0
483,None,15,Delay,A42,960,500+,4+ years,3,divorced/separated/married,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,1,0.0
484,None,12,Other,A40,1163,500+,1-4 years,4,single,A101,4,A121,44,A143,A152,1,A173,1,A192,A201,1,1.0
485,<200,6,Delay,A40,1209,<500,Unemployed,4,single,A101,4,A122,47,A143,A152,1,A174,1,A192,A201,2,1.0
486,None,12,None/Paid,A43,3077,<500,1-4 years,2,single,A101,4,A123,52,A143,A152,1,A173,1,A192,A201,1,1.0
487,None,24,None/Paid,A40,3757,<500,4+ years,4,divorced/separated/married,A102,4,A124,62,A143,A153,1,A173,1,A192,A201,1,0.0
488,None,10,None/Paid,A40,1418,<500,1-4 years,3,single,A101,2,A121,35,A143,A151,1,A172,1,A191,A202,1,1.0
489,None,6,None/Paid,A40,3518,<500,1-4 years,2,single,A103,3,A122,26,A143,A151,1,A173,1,A191,A201,1,1.0
490,None,12,Other,A43,1934,<500,4+ years,2,single,A101,2,A124,26,A143,A152,2,A173,1,A191,A201,1,1.0
491,<200,27,None/Paid,A49,8318,<500,4+ years,2,divorced/separated/married,A101,4,A124,42,A143,A153,2,A174,1,A192,A201,2,0.0
492,None,6,Other,A43,1237,<500,1-4 years,1,divorced/separated/married,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,1,0.0
493,<200,6,None/Paid,A43,368,Unknown/None,4+ years,4,single,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,1,1.0
494,<200,12,Other,A40,2122,<500,1-4 years,3,single,A101,2,A121,39,A143,A151,2,A172,2,A191,A202,1,1.0
495,<200,24,None/Paid,A42,2996,Unknown/None,1-4 years,2,married/widowed,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,2,1.0
496,<200,36,None/Paid,A42,9034,<500,1-4 years,4,single,A102,1,A124,29,A143,A151,1,A174,1,A192,A201,2,1.0
497,None,24,Other,A42,1585,<500,4+ years,4,single,A101,3,A122,40,A143,A152,2,A173,1,A191,A201,1,1.0
498,<200,18,None/Paid,A43,1301,<500,4+ years,4,married/widowed,A103,2,A121,32,A143,A152,1,A172,1,A191,A201,1,1.0
499,200+,6,Other,A40,1323,<500,4+ years,2,divorced/separated,A101,4,A123,28,A143,A152,2,A173,2,A192,A201,1,1.0
500,<200,24,None/Paid,A40,3123,<500,1-4 years,4,divorced/separated/married,A101,1,A122,27,A143,A152,1,A173,1,A191,A201,2,0.0
501,<200,36,None/Paid,A41,5493,<500,4+ years,2,single,A101,4,A124,42,A143,A153,1,A173,2,A191,A201,1,1.0
502,200+,9,None/Paid,A43,1126,<500,4+ years,2,divorced/separated,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,1,1.0
503,<200,24,Other,A43,1216,<500,1-4 years,4,single,A101,4,A124,38,A141,A152,2,A173,2,A191,A201,2,1.0
504,<200,24,None/Paid,A40,1207,<500,1-4 years,4,divorced/separated/married,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,2,0.0
505,None,10,None/Paid,A40,1309,Unknown/None,1-4 years,4,single,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,2,1.0
506,200+,15,Other,A41,2360,500+,1-4 years,2,single,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,1,1.0
507,<200,15,None/Paid,A40,6850,<500,Unemployed,1,single,A101,2,A122,34,A143,A152,1,A174,2,A192,A201,2,1.0
508,None,24,None/Paid,A43,1413,<500,1-4 years,4,married/widowed,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,1,1.0
509,None,39,None/Paid,A41,8588,<500,4+ years,4,single,A101,2,A123,45,A143,A152,1,A174,1,A192,A201,1,1.0
510,<200,12,None/Paid,A40,759,<500,4+ years,4,single,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,2,1.0
511,None,36,None/Paid,A41,4686,<500,1-4 years,2,single,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,1,1.0
512,200+,15,None/Paid,A49,2687,<500,4+ years,2,single,A101,4,A122,26,A143,A151,1,A173,1,A192,A201,1,1.0
513,<200,12,Delay,A43,585,<500,1-4 years,4,married/widowed,A102,4,A121,20,A143,A151,2,A173,1,A191,A201,1,1.0
514,None,24,None/Paid,A40,2255,Unknown/None,1-4 years,4,single,A101,1,A122,54,A143,A152,1,A173,1,A191,A201,1,1.0
515,<200,6,Other,A40,609,<500,4+ years,4,divorced/separated/married,A101,3,A122,37,A143,A152,2,A173,1,A191,A202,1,0.0
516,<200,6,Other,A40,1361,<500,1-4 years,2,single,A101,4,A121,40,A143,A152,1,A172,2,A191,A202,1,1.0
517,None,36,Other,A42,7127,<500,1-4 years,2,divorced/separated/married,A101,4,A122,23,A143,A151,2,A173,1,A192,A201,2,0.0
518,<200,6,None/Paid,A40,1203,<500,4+ years,3,single,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,1,1.0
519,None,6,Other,A43,700,Unknown/None,4+ years,4,single,A101,4,A124,36,A143,A153,2,A173,1,A191,A201,1,1.0
520,None,24,Other,A45,5507,<500,4+ years,3,single,A101,4,A124,44,A143,A153,2,A173,1,A191,A201,1,1.0
521,<200,18,None/Paid,A43,3190,<500,1-4 years,2,divorced/separated/married,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,2,0.0
522,<200,48,None/Paid,A42,7119,<500,1-4 years,3,single,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,2,1.0
523,None,24,None/Paid,A41,3488,<500,4+ years,3,divorced/separated/married,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,1,0.0
524,<200,18,None/Paid,A43,1113,<500,1-4 years,4,divorced/separated/married,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,1,0.0
525,<200,26,None/Paid,A41,7966,<500,1-4 years,2,single,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,1,1.0
526,None,15,Other,A46,1532,<500,1-4 years,4,divorced/separated/married,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,1,0.0
527,None,4,Other,A43,1503,<500,4+ years,2,single,A101,1,A121,42,A143,A152,2,A172,2,A191,A201,1,1.0
528,<200,36,None/Paid,A43,2302,<500,1-4 years,4,divorced/separated,A101,4,A123,31,A143,A151,1,A173,1,A191,A201,2,1.0
529,<200,6,None/Paid,A40,662,<500,1-4 years,3,single,A101,4,A121,41,A143,A152,1,A172,2,A192,A201,1,1.0
530,<200,36,None/Paid,A46,2273,<500,4+ years,3,single,A101,1,A123,32,A143,A152,2,A173,2,A191,A201,1,1.0
531,<200,15,None/Paid,A40,2631,<500,1-4 years,2,divorced/separated/married,A101,4,A123,28,A143,A151,2,A173,1,A192,A201,2,0.0
532,None,12,Delay,A41,1503,<500,1-4 years,4,married/widowed,A101,4,A121,41,A143,A151,1,A173,1,A191,A201,1,1.0
533,None,24,None/Paid,A43,1311,<500,4+ years,4,married/widowed,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,1,1.0
534,None,24,None/Paid,A43,3105,Unknown/None,1-4 years,4,single,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,1.0
535,200+,21,Other,A46,2319,<500,1-4 years,2,divorced/separated,A101,1,A123,33,A143,A151,1,A173,1,A191,A201,2,1.0
536,<200,6,None/Paid,A40,1374,Unknown/None,Unemployed,4,divorced/separated/married,A101,3,A122,75,A143,A152,1,A174,1,A192,A201,1,0.0
537,<200,18,Other,A42,3612,<500,4+ years,3,divorced/separated/married,A101,4,A122,37,A143,A152,1,A173,1,A192,A201,1,0.0
538,<200,48,None/Paid,A40,7763,<500,4+ years,4,single,A101,4,A124,42,A141,A153,1,A174,1,A191,A201,2,1.0
539,200+,18,None/Paid,A42,3049,<500,1-4 years,1,divorced/separated/married,A101,1,A122,45,A142,A152,1,A172,1,A191,A201,1,0.0
540,<200,12,None/Paid,A43,1534,<500,1-4 years,1,married/widowed,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,2,1.0
541,None,24,Delay,A40,2032,<500,4+ years,4,single,A101,4,A124,60,A143,A153,2,A173,1,A192,A201,1,1.0
542,<200,30,None/Paid,A42,6350,Unknown/None,4+ years,4,single,A101,4,A122,31,A143,A152,1,A173,1,A191,A201,2,1.0
543,200+,18,None/Paid,A42,2864,<500,1-4 years,2,single,A101,1,A121,34,A143,A152,1,A172,2,A191,A201,2,1.0
544,None,12,Other,A40,1255,<500,4+ years,4,single,A101,4,A121,61,A143,A152,2,A172,1,A191,A201,1,1.0
545,<200,24,Delay,A40,1333,<500,Unemployed,4,single,A101,2,A121,43,A143,A153,2,A173,2,A191,A201,2,1.0
546,None,24,Other,A40,2022,<500,1-4 years,4,divorced/separated/married,A101,4,A123,37,A143,A152,1,A173,1,A192,A201,1,0.0
547,None,24,None/Paid,A43,1552,<500,4+ years,3,single,A101,1,A123,32,A141,A152,1,A173,2,A191,A201,1,1.0
548,<200,12,None/Paid,A43,626,<500,1-4 years,4,divorced/separated/married,A101,4,A121,24,A141,A152,1,A172,1,A191,A201,2,0.0
549,None,48,Other,A41,8858,Unknown/None,4+ years,2,single,A101,1,A124,35,A143,A153,2,A173,1,A192,A201,1,1.0
550,None,12,Other,A45,996,Unknown/None,4+ years,4,divorced/separated/married,A101,4,A121,23,A143,A152,2,A173,1,A191,A201,1,0.0
551,None,6,None/Paid,A43,1750,500+,4+ years,2,single,A101,4,A122,45,A141,A152,1,A172,2,A191,A201,1,1.0
552,<200,48,None/Paid,A43,6999,<500,4+ years,1,married/widowed,A103,1,A121,34,A143,A152,2,A173,1,A192,A201,2,1.0
553,<200,12,Other,A40,1995,<500,1-4 years,4,single,A101,1,A123,27,A143,A152,1,A173,1,A191,A201,1,1.0
554,<200,9,None/Paid,A46,1199,<500,4+ years,4,divorced/separated/married,A101,4,A122,67,A143,A152,2,A174,1,A192,A201,1,0.0
555,<200,12,None/Paid,A43,1331,<500,1-4 years,2,single,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,2,1.0
556,<200,18,None/Paid,A40,2278,<500,1-4 years,3,divorced/separated/married,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,2,0.0
557,None,21,None/Paid,A40,5003,Unknown/None,1-4 years,1,divorced/separated/married,A101,4,A122,29,A141,A152,2,A173,1,A192,A201,2,0.0
558,<200,24,None/Paid,A42,3552,<500,4+ years,3,single,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,2,1.0
559,<200,18,Other,A42,1928,<500,1-4 years,2,single,A101,2,A121,31,A143,A152,2,A172,1,A191,A201,2,1.0
560,<200,24,None/Paid,A41,2964,Unknown/None,4+ years,4,single,A101,4,A124,49,A141,A153,1,A173,2,A192,A201,1,1.0
561,<200,24,None/Paid,A43,1546,<500,4+ years,4,single,A103,4,A123,24,A141,A151,1,A172,1,A191,A201,2,1.0
562,200+,6,Delay,A43,683,<500,1-4 years,2,divorced/separated/married,A101,1,A122,29,A141,A152,1,A173,1,A191,A201,1,0.0
563,<200,36,None/Paid,A40,12389,Unknown/None,1-4 years,1,single,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,2,1.0
564,<200,24,Delay,A49,4712,Unknown/None,1-4 years,4,single,A101,2,A122,37,A141,A152,2,A174,1,A192,A201,1,1.0
565,<200,24,Delay,A43,1553,<500,4+ years,3,divorced/separated/married,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,1,0.0
566,<200,12,None/Paid,A40,1372,<500,4+ years,2,divorced/separated,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,2,1.0
567,None,24,Other,A43,2578,500+,4+ years,2,single,A101,2,A123,34,A143,A152,1,A173,1,A191,A201,1,1.0
568,<200,48,None/Paid,A43,3979,Unknown/None,4+ years,4,single,A101,1,A123,41,A143,A152,2,A173,2,A192,A201,1,1.0
569,<200,48,None/Paid,A43,6758,<500,1-4 years,3,divorced/separated/married,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,2,0.0
570,<200,24,None/Paid,A42,3234,<500,1-4 years,4,divorced/separated/married,A101,4,A121,23,A143,A151,1,A172,1,A192,A201,2,0.0
571,None,30,Other,A43,5954,<500,4+ years,3,single,A102,2,A123,38,A143,A152,1,A173,1,A191,A201,1,1.0
572,None,24,None/Paid,A41,5433,Unknown/None,Unemployed,2,divorced/separated/married,A101,4,A122,26,A143,A151,1,A174,1,A192,A201,1,0.0
573,<200,15,None/Paid,A49,806,<500,1-4 years,4,divorced/separated/married,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,1,0.0
574,<200,9,None/Paid,A43,1082,<500,4+ years,4,single,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,1,1.0
575,None,15,Other,A42,2788,<500,4+ years,2,divorced/separated/married,A102,3,A123,24,A141,A152,2,A173,1,A191,A201,1,0.0
576,<200,12,None/Paid,A43,2930,<500,4+ years,2,divorced/separated/married,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,0.0
577,None,24,Other,A46,1927,Unknown/None,1-4 years,3,divorced/separated/married,A101,2,A123,33,A143,A152,2,A173,1,A192,A201,1,0.0
578,<200,36,Other,A40,2820,<500,1-4 years,4,divorced/separated,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,2,1.0
579,None,24,None/Paid,A48,937,<500,1-4 years,4,married/widowed,A101,3,A123,27,A143,A152,2,A172,1,A191,A201,1,1.0
580,<200,18,Other,A40,1056,<500,4+ years,3,single,A103,3,A121,30,A141,A152,2,A173,1,A191,A201,2,1.0
581,<200,12,Other,A40,3124,<500,1-4 years,1,single,A101,3,A121,49,A141,A152,2,A172,2,A191,A201,1,1.0
582,None,9,None/Paid,A42,1388,<500,1-4 years,4,divorced/separated/married,A101,2,A121,26,A143,A151,1,A173,1,A191,A201,1,0.0
583,<200,36,None/Paid,A45,2384,<500,1-4 years,4,single,A101,1,A124,33,A143,A151,1,A172,1,A191,A201,2,1.0
584,None,12,None/Paid,A40,2133,Unknown/None,4+ years,4,divorced/separated/married,A101,4,A124,52,A143,A153,1,A174,1,A192,A201,1,0.0
585,<200,18,None/Paid,A42,2039,<500,1-4 years,1,divorced/separated/married,A101,4,A121,20,A141,A151,1,A173,1,A191,A201,2,0.0
586,<200,9,Other,A40,2799,<500,1-4 years,2,single,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,1,1.0
587,<200,12,None/Paid,A42,1289,<500,1-4 years,4,single,A103,1,A122,21,A143,A152,1,A172,1,A191,A201,1,1.0
588,<200,18,None/Paid,A44,1217,<500,1-4 years,4,married/widowed,A101,3,A121,47,A143,A152,1,A172,1,A192,A201,2,1.0
589,<200,12,Other,A42,2246,<500,4+ years,3,single,A101,3,A122,60,A143,A152,2,A173,1,A191,A201,2,1.0
590,<200,12,Other,A43,385,<500,4+ years,4,divorced/separated/married,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,1,0.0
591,<200,24,Delay,A40,1965,Unknown/None,1-4 years,4,divorced/separated/married,A101,4,A123,42,A143,A151,2,A173,1,A192,A201,1,0.0
592,None,21,None/Paid,A49,1572,500+,4+ years,4,divorced/separated/married,A101,4,A121,36,A141,A152,1,A172,1,A191,A201,1,0.0
593,<200,24,None/Paid,A40,2718,<500,1-4 years,3,divorced/separated/married,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,2,0.0
594,<200,24,None/Paid,A410,1358,Unknown/None,4+ years,4,single,A101,3,A123,40,A142,A152,1,A174,1,A192,A201,2,1.0
595,<200,6,None/Paid,A40,931,<500,1-4 years,1,divorced/separated/married,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,2,0.0
596,<200,24,None/Paid,A40,1442,<500,4+ years,4,divorced/separated/married,A101,4,A123,23,A143,A151,2,A173,1,A191,A201,2,0.0
597,<200,24,None/Paid,A49,4241,<500,1-4 years,1,single,A101,4,A121,36,A143,A152,3,A172,1,A192,A201,2,1.0
598,None,18,Other,A40,2775,<500,4+ years,2,single,A101,2,A122,31,A141,A152,2,A173,1,A191,A201,2,1.0
599,None,24,Delay,A49,3863,<500,1-4 years,1,single,A101,2,A124,32,A143,A153,1,A173,1,A191,A201,1,1.0
600,<200,7,None/Paid,A43,2329,<500,1-4 years,1,divorced/separated/married,A103,1,A121,45,A143,A152,1,A173,1,A191,A201,1,0.0
601,<200,9,None/Paid,A42,918,<500,1-4 years,4,divorced/separated/married,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,2,0.0
602,<200,24,None/Paid,A46,1837,<500,4+ years,4,divorced/separated/married,A101,4,A124,34,A141,A153,1,A172,1,A191,A201,2,0.0
603,None,36,None/Paid,A42,3349,<500,1-4 years,4,divorced/separated/married,A101,2,A123,28,A143,A152,1,A174,1,A192,A201,2,0.0
604,200+,10,None/Paid,A42,1275,<500,1-4 years,4,divorced/separated/married,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,1,0.0
